"2.4.11-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/focus-appearance.html\">Understanding SC 2.4.11 Focus Appearance (Level AA)</a>","SC 2.4.11 Focus Appearance (Level AA) - Understanding (Markdown link)"
"2.4.12-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/focus-not-obscured-minimum.html\">Understanding SC 2.4.12 Focus Not Obscured (Minimum) (Level AA)</a>","SC 2.4.12 Focus Not Obscured (Minimum) (Level AA) - Understanding (Markdown link)"
"2.4.13-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/focus-not-obscured-enhanced.html\">Understanding SC 2.4.13 Focus Not Obscured (Enhanced) (Level AAA)</a>","SC 2.4.13 Focus Not Obscured (Enhanced) (Level AAA) - Understanding (Markdown link)"
"2.5.7-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/dragging-movements.html\">Understanding SC 2.5.7 Dragging Movements (Level AA)</a>","SC 2.5.7 Dragging Movements (Level AA) - Understanding (Markdown link)"
"2.5.8-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum.html\">Understanding SC 2.5.8 Target Size (Minimum) (Level AA)</a>","SC 2.5.8 Target Size (Minimum) (Level AA) - Understanding (Markdown link)"
"3.2.6-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/consistent-help.html\">Understanding SC 3.2.6 Consistent Help (Level A)</a>","SC 3.2.6 Consistent Help (Level A) - Understanding (Markdown link)"
"3.3.7-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/redundant-entry.html\">Understanding SC 3.3.7 Redundant Entry (Level A)</a>","SC 3.3.7 Redundant Entry (Level A) - Understanding (Markdown link)"
"3.3.8-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/accessible-authentication.html\">Understanding SC 3.3.8 Accessible Authentication (Level AA)</a>","SC 3.3.8 Accessible Authentication (Level AA) - Understanding (Markdown link)"
"3.3.9-u-h","<a href=\"https://www.w3.org/WAI/WCAG22/Understanding/accessible-authentication-enhanced.html\">Understanding SC 3.3.9 Accessible Authentication (Enhanced) (Level AAA)</a>","SC 3.3.9 Accessible Authentication (Enhanced) (Level AAA) - Understanding (Markdown link)"
