"2.4.11-u-md","[Understanding SC 2.4.11 Focus Appearance (Level AA)](https://www.w3.org/WAI/WCAG22/Understanding/focus-appearance.html)","SC 2.4.11 Focus Appearance (Level AA) - Understanding (Markdown link)"
"2.4.12-u-md","[Understanding SC 2.4.12 Focus Not Obscured (Minimum) (Level AA)](https://www.w3.org/WAI/WCAG22/Understanding/focus-not-obscured-minimum.html)","SC 2.4.12 Focus Not Obscured (Minimum) (Level AA) - Understanding (Markdown link)"
"2.4.13-u-md","[Understanding SC 2.4.13 Focus Not Obscured (Enhanced) (Level AAA)](https://www.w3.org/WAI/WCAG22/Understanding/focus-not-obscured-enhanced.html)","SC 2.4.13 Focus Not Obscured (Enhanced) (Level AAA) - Understanding (Markdown link)"
"2.5.7-u-md","[Understanding SC 2.5.7 Dragging Movements (Level AA)](https://www.w3.org/WAI/WCAG22/Understanding/dragging-movements.html)","SC 2.5.7 Dragging Movements (Level AA) - Understanding (Markdown link)"
"2.5.8-u-md","[Understanding SC 2.5.8 Target Size (Minimum) (Level AA)](https://www.w3.org/WAI/WCAG22/Understanding/target-size-minimum.html)","SC 2.5.8 Target Size (Minimum) (Level AA) - Understanding (Markdown link)"
"3.2.6-u-md","[Understanding SC 3.2.6 Consistent Help (Level A)](https://www.w3.org/WAI/WCAG22/Understanding/consistent-help.html)","SC 3.2.6 Consistent Help (Level A) - Understanding (Markdown link)"
"3.3.7-u-md","[Understanding SC 3.3.7 Redundant Entry (Level A)](https://www.w3.org/WAI/WCAG22/Understanding/redundant-entry.html)","SC 3.3.7 Redundant Entry (Level A) - Understanding (Markdown link)"
"3.3.8-u-md","[Understanding SC 3.3.8 Accessible Authentication (Level AA)](https://www.w3.org/WAI/WCAG22/Understanding/accessible-authentication.html)","SC 3.3.8 Accessible Authentication (Level AA) - Understanding (Markdown link)"
"3.3.9-u-md","[Understanding SC 3.3.9 Accessible Authentication (Enhanced) (Level AAA)](https://www.w3.org/WAI/WCAG22/Understanding/accessible-authentication-enhanced.html)","SC 3.3.9 Accessible Authentication (Enhanced) (Level AAA) - Understanding (Markdown link)"
